 0.50 -188.95728 -188.94203 -188.92774
 0.60 -193.51717 -193.49437 -193.32074
 0.70 -195.97024 -195.90204 -195.52753
 0.80 -197.29259 -197.17623 -196.77109
 0.90 -198.00040 -197.85069 -197.50575
 1.00 -198.37558 -198.20909 -197.95512
 1.10 -198.57102 -198.40871 -198.24505
 1.20 -198.66979 -198.52940 -198.43625
 1.22 -198.68235 -198.54768 -198.46560
 1.24 -198.69316 -198.56445 -198.49243
 1.26 -198.70241 -198.57984 -198.51689
 1.28 -198.71031 -198.59396 -198.53915
 1.30 -198.71700 -198.60693 -198.55932
 1.32 -198.72265 -198.61881 -198.57755
 1.34 -198.72737 -198.62970 -198.59396
 1.36 -198.73129 -198.63966 -198.60867
 1.38 -198.73450 -198.64874 -198.62179
 1.40 -198.73711 -198.65702 -198.63342
 1.42 -198.73917 -198.66455 -198.64368
 1.44 -198.74078 -198.67138 -198.65265
 1.46 -198.74198 -198.67755 -198.66043
 1.48 -198.74284 -198.68312 -198.66711
 1.50 -198.74341 -198.68813 -198.67278
 1.52 -198.74372 -198.69262 -198.67752
 1.54 -198.74383 -198.69663 -198.68140
 1.56 -198.74375 -198.70021 -198.68450
 1.58 -198.74353 -198.70338 -198.68689
 1.60 -198.74319 -198.70619 -198.68863
 1.62 -198.74274 -198.70866 -198.68979
 1.64 -198.74222 -198.71084 -198.69044
 1.66 -198.74163 -198.71274 -198.69061
 1.68 -198.74099 -198.71440 -198.69036
 1.70 -198.74032 -198.71584 -198.68975
 1.72 -198.73962 -198.71709 -198.68881
 1.74 -198.73891 -198.71816 -198.68758
 1.76 -198.73819 -198.71909 -198.68611
 1.78 -198.73747 -198.71987 -198.68443
 1.80 -198.73675 -198.72054 -198.68256
 1.82 -198.73605 -198.72110 -198.68053
 1.84 -198.73535 -198.72157 -198.67837
 1.86 -198.73467 -198.72197 -198.67610
 1.88 -198.73401 -198.72229 -198.67373
 1.90 -198.73337 -198.72256 -198.67129
 1.92 -198.73275 -198.72277 -198.66880
 1.94 -198.73215 -198.72294 -198.66625
 1.96 -198.73158 -198.72308 -198.66367
 1.98 -198.73103 -198.72318 -198.66107
 2.00 -198.73050 -198.72326 -198.65845
 2.10 -198.72825 -198.72338 -198.64533
 2.20 -198.72658 -198.72331 -198.63262
 2.30 -198.72539 -198.72320 -198.62059
 2.40 -198.72459 -198.72312 -198.60937
 2.50 -198.72407 -198.72308 -198.59899
 2.60 -198.72374 -198.72308 -198.58942
 2.70 -198.72354 -198.72310 -198.58061
 2.80 -198.72343 -198.72314 -198.57252
 2.90 -198.72337 -198.72318 -198.56505
 3.00 -198.72335 -198.72323 -198.55815
 3.10 -198.72335 -198.72327 -198.55177
 3.20 -198.72335 -198.72331 -198.54583
 3.30 -198.72337 -198.72334 -198.54031
 3.40 -198.72339 -198.72337 -198.53515
 3.50 -198.72341 -198.72340 -198.53032
 3.60 -198.72343 -198.72342 -198.52579
 3.70 -198.72345 -198.72344 -198.52151
 3.80 -198.72346 -198.72346 -198.51748
 3.90 -198.72348 -198.72348 -198.51368
 4.00 -198.72349 -198.72349 -198.51007
 4.10 -198.72350 -198.72350 -198.50665
 4.20 -198.72351 -198.72351 -198.50341
 4.30 -198.72352 -198.72352 -198.50032
 4.40 -198.72352 -198.72352 -198.49738
 4.50 -198.72353 -198.72353 -198.49458
 4.60 -198.72354 -198.72354 -198.49189
 4.70 -198.72354 -198.72354 -198.48934
 4.80 -198.72355 -198.72355 -198.48689
 4.90 -198.72355 -198.72355 -198.48455
 5.00 -198.72355 -198.72355 -198.48231
 5.10 -198.72356 -198.72356 -198.48015
 5.20 -198.72356 -198.72356 -198.47808
 5.30 -198.72356 -198.72356 -198.47610
 5.40 -198.72356 -198.72356 -198.47419
 5.50 -198.72356 -198.72357 -198.47234
 5.60 -198.72357 -198.72357 -198.47057
 5.70 -198.72357 -198.72357 -198.46887
 5.80 -198.72357 -198.72357 -198.46722
 5.90 -198.72357 -198.72357 -198.46563
 6.00 -198.72357 -198.72357 -198.46409
 6.10 -198.72357 -198.72357 -198.46261
 6.20 -198.72357 -198.72357 -198.46117
 6.30 -198.72357 -198.72357 -198.45979
 6.40 -198.72358 -198.72358 -198.45844
 6.50 -198.72358 -198.72358 -198.45714
 6.60 -198.72358 -198.72358 -198.45588
 6.70 -198.72358 -198.72358 -198.45466
 6.80 -198.72358 -198.72358 -198.45347
 6.90 -198.72358 -198.72358 -198.45233
 7.00 -203.38645 -203.38645 -202.37116
 7.00 -203.38645 -203.38645 -202.37116
 7.10 -203.38646 -203.38646 -202.36902
 7.20 -198.72358 -198.72358 -198.44906
 7.20 -198.72358 -198.72358 -198.44906
 7.30 -198.72358 -198.72358 -198.44804
 7.40 -198.72358 -198.72358 -198.44704
 7.50 -198.72358 -198.72358 -198.44607
 7.60 -198.72358 -198.72358 -198.44513
 7.70 -198.72358 -198.72358 -198.44421
 7.80 -198.72358 -198.72358 -198.44331
 7.90 -198.72358 -198.72358 -198.44244
 8.00 -198.72358 -198.72358 -198.44159
 8.10 -198.72358 -198.72358 -198.44076
 8.20 -198.72358 -198.72358 -198.43996
 8.30 -198.72358 -198.72358 -198.43917
 8.40 -198.72358 -198.72358 -198.43840
 8.50 -198.72358 -198.72358 -198.43765
 8.60 -198.72358 -198.72358 -198.43691
 8.70 -198.72358 -198.72358 -198.43620
 8.80 -198.72358 -198.72358 -198.43550
 8.90 -198.72358 -198.72358 -198.43481
 9.00 -198.72358 -198.72358 -198.43415
 9.10 -198.72358 -198.72358 -198.43349
 9.20 -198.72358 -198.72358 -198.43285
 9.30 -198.72358 -198.72358 -198.43223
 9.40 -198.72358 -198.72358 -198.43162
 9.50 -198.72358 -198.72358 -198.43102
 9.60 -198.72358 -198.72358 -198.43043
 9.70 -198.72358 -198.72358 -198.42986
 9.80 -198.72358 -198.72358 -198.42929
 9.90 -198.72358 -198.72358 -198.42874
10.00 -198.72358 -198.72358 -198.42821
