 1.5  -866.962331  -866.930290  -866.838842  -866.540711
 1.6  -867.105974  -867.067576  -866.954873  -866.634682
 1.7  -867.200311  -867.150050  -867.034527  -866.671708
 1.8  -867.260422  -867.194513  -867.091189  -866.674051
 1.9  -867.296786  -867.213682  -867.132112  -866.658705
 2.0  -867.316737  -867.217434  -867.161609  -866.637845
 2.1  -867.325456  -867.213405  -867.182458  -866.619815
 2.2  -867.326646  -867.207090  -867.196534  -866.609698
 2.3  -867.322978  -867.201703  -867.205257  -866.609264
 2.4  -867.316360  -867.198258  -867.209912  -866.617100
 2.5  -867.308104  -867.196505  -867.211421  -866.630515
 2.6  -867.299074  -867.195507  -867.210672  -866.645965
 2.7  -867.289810  -867.194376  -867.208424  -866.660399
 2.8  -867.280622  -867.192558  -867.205291  -866.671793
 2.9  -867.271679  -867.189810  -867.201776  -866.679115
 3.0  -867.263056  -867.186230  -867.198141  -866.682381
 3.1  -867.254782  -867.181960  -867.194595  -866.681932
 3.2  -867.246865  -867.177085  -867.191336  -866.678155
 3.3  -867.239298  -867.171815  -867.188366  -866.671765
 3.4  -867.232074  -867.166311  -867.185661  -866.663383
 3.5  -867.225185  -867.160466  -867.183344  -866.653136
 3.6  -867.218627  -867.154250  -867.181396  -866.641304
 3.7  -867.212400  -867.147413  -867.179858  -866.627788
 3.8  -867.206499  -867.138498  -867.179155  -866.610660
 3.9  -867.200889  -867.126900  -867.178848  -866.589425
 4.0  -867.195699  -867.118810  -867.177095  -866.573232
 4.1  -867.192895  -867.184906  -867.093507  -866.673550
 4.2  -867.191255  -867.186352  -867.076166  -866.673148
 4.3  -867.189902  -867.186569  -867.065130  -866.669734
 4.4  -867.188871  -867.186538  -867.056423  -866.665782
 4.5  -867.188081  -867.186416  -867.049392  -866.661592
 4.6  -867.187476  -867.186268  -867.043718  -866.657243
 4.7  -867.187017  -867.186136  -867.038707  -866.653101
 4.8  -867.186666  -867.186021  -867.034295  -866.649122
 4.9  -867.186399  -867.185924  -867.030364  -866.645312
 5.0  -867.186194  -867.185844  -867.026806  -866.641687
 5.1  -867.186036  -867.185778  -867.023552  -866.638237
 5.2  -867.185915  -867.185724  -867.020550  -866.634957
 5.3  -867.185820  -867.185679  -867.017760  -866.631839
 5.4  -867.185746  -867.185642  -867.015149  -866.628873
 5.5  -867.185689  -867.185612  -867.012690  -866.626052
 5.6  -867.185643  -867.185586  -867.010368  -866.623364
 5.7  -867.185607  -867.185565  -867.008166  -866.620801
 5.8  -867.185578  -867.185547  -867.006066  -866.618357
 5.9  -867.185554  -867.185532  -867.004069  -866.616018
 6.0  -867.185535  -867.185518  -867.002159  -866.613779
 6.1  -867.185518  -867.185507  -867.000328  -866.611636
 6.2  -867.185505  -867.185496  -866.998570  -866.609582
 6.3  -867.185494  -867.185488  -866.996880  -866.607612
 6.4  -867.185484  -867.185480  -866.995252  -866.605720
 6.5  -867.185475  -867.185472  -866.993683  -866.603902
 6.6  -867.185468  -867.185466  -866.992169  -866.602153
 6.7  -867.185462  -867.185460  -866.990710  -866.600467
 6.8  -867.185456  -867.185455  -866.989295  -866.598847
 6.9  -867.185451  -867.185450  -866.987930  -866.597281
 7.0  -867.185446  -867.185446  -866.986608  -866.595772
 7.1  -867.185442  -867.185442  -866.985328  -866.594314
 7.2  -867.185438  -867.185438  -866.984087  -866.592906
 7.3  -867.185435  -867.185434  -866.982884  -866.591545
 7.4  -867.185431  -867.185431  -866.981715  -866.590228
 7.5  -867.185429  -867.185428  -866.980582  -866.588954
 7.6  -867.185426  -867.185426  -866.979483  -866.587719
 7.7  -867.185423  -867.185423  -866.978414  -866.586523
 7.8  -867.185421  -867.185421  -866.977376  -866.585363
 7.9  -867.185419  -867.185419  -866.976366  -866.584238
 8.0  -867.185417  -867.185417  -866.975384  -866.583147
 8.1  -867.185415  -867.185415  -866.974429  -866.582086
 8.2  -867.185413  -867.185413  -866.973498  -866.581057
 8.3  -867.185412  -867.185412  -866.972591  -866.580057
 8.4  -867.185410  -867.185410  -866.971710  -866.579083
 8.5  -867.185409  -867.185409  -866.970849  -866.578137
 8.6  -867.185408  -867.185408  -866.970010  -866.577218
 8.7  -867.185406  -867.185406  -866.969193  -866.576321
 8.8  -867.185405  -867.185405  -866.968395  -866.575449
 8.9  -867.185404  -867.185404  -866.967618  -866.574598
 9.0  -867.185403  -867.185403  -866.966858  -866.573771
 9.1  -867.185402  -867.185402  -866.966117  -866.572963
 9.2  -867.185401  -867.185401  -866.965394  -866.572175
 9.3  -867.185401  -867.185401  -866.964686  -866.571407
 9.4  -867.185400  -867.185400  -866.963996  -866.570658
 9.5  -867.185399  -867.185399  -866.963319  -866.569927
 9.6  -867.185398  -867.185398  -866.962659  -866.569213
 9.7  -867.185398  -867.185398  -866.962012  -866.568517
 9.8  -867.185397  -867.185397  -866.961381  -866.567836
 9.9  -867.185396  -867.185396  -866.960764  -866.567169
10.0  -867.185396  -867.185396  -866.960160  -866.566518
