 1.98 -198.73103 -198.72325 -198.27021
 2.00 -198.73050 -198.72332 -198.26764
 2.10 -198.72825 -198.72341 -198.25471
 2.20 -198.72658 -198.72332 -198.24202
 2.30 -198.72539 -198.72320 -198.22995
 2.40 -198.72459 -198.72312 -198.21866
 2.50 -198.72407 -198.72308 -198.20821
 2.60 -198.72374 -198.72308 -198.19857
 2.70 -198.72354 -198.72310 -198.18969
 2.80 -198.72343 -198.72314 -198.18152
 2.90 -198.72337 -198.72318 -198.17398
 3.00 -198.72335 -198.72323 -198.16701
 3.10 -198.72335 -198.72327 -198.16055
 3.20 -198.72335 -198.72331 -198.15454
 3.30 -198.72337 -198.72334 -198.14894
 3.40 -198.72339 -198.72337 -198.14371
 3.50 -198.72341 -198.72340 -198.13881
 3.60 -198.72343 -198.72342 -198.13421
 3.70 -198.72345 -198.72344 -198.12989
 3.80 -198.72346 -198.72346 -198.12581
 3.90 -198.72348 -198.72348 -198.12196
 4.00 -198.72349 -198.72349 -198.11832
 4.10 -198.72350 -198.72350 -198.11487
 4.20 -198.72351 -198.72351 -198.11159
 4.30 -198.72352 -198.72352 -198.10848
 4.40 -198.72352 -198.72352 -198.10552
 4.50 -198.72353 -198.72353 -198.10269
 4.60 -198.72354 -198.72354 -198.10000
 4.70 -198.72354 -198.72354 -198.09743
 4.80 -198.72355 -198.72355 -198.09497
 4.90 -198.72355 -198.72355 -198.09262
 5.00 -198.72355 -198.72355 -198.09036
 5.10 -198.72356 -198.72356 -198.08820
 5.20 -198.72356 -198.72356 -198.08612
 5.30 -198.72356 -198.72356 -198.08413
 5.40 -198.72356 -198.72356 -198.08221
 5.50 -198.72356 -198.72356 -198.08037
 5.60 -198.72357 -198.72357 -198.07859
 5.70 -198.72357 -198.72357 -198.07688
 5.80 -198.72357 -198.72357 -198.07523
 5.90 -198.72357 -198.72357 -198.07363
 6.00 -198.72357 -198.72357 -198.07209
 6.10 -198.72357 -198.72357 -198.07061
 6.20 -198.72357 -198.72357 -198.06917
 6.30 -198.72357 -198.72357 -198.06778
 6.40 -198.72358 -198.72358 -198.06643
 6.50 -198.72358 -198.72358 -198.06513
 6.60 -198.72358 -198.72358 -198.06387
 6.70 -198.72358 -198.72358 -198.06264
 6.80 -198.72358 -198.72358 -198.06146
 6.90 -198.72358 -198.72358 -198.06030
 7.00 -203.38645 -203.38645 -198.05919
 7.00 -203.38645 -203.38645 -198.05919
 7.10 -203.38646 -203.38646 -198.05810
 7.20 -198.72358 -198.72358 -198.05704
 7.20 -198.72358 -198.72358 -198.05704
 7.30 -198.72358 -198.72358 -198.05602
 7.40 -198.72358 -198.72358 -198.05502
 7.50 -198.72358 -198.72358 -198.05405
 7.60 -198.72358 -198.72358 -198.05311
 7.70 -198.72358 -198.72358 -198.05219
 7.80 -198.72358 -198.72358 -198.05129
 7.90 -198.72358 -198.72358 -198.05042
 8.00 -198.72358 -198.72358 -198.04957
 8.10 -198.72358 -198.72358 -198.04874
 8.20 -198.72358 -198.72358 -198.04793
 8.30 -198.72358 -198.72358 -198.04714
 8.40 -198.72358 -198.72358 -198.04637
 8.50 -198.72358 -198.72358 -198.04562
 8.60 -198.72358 -198.72358 -198.04489
 8.70 -198.72358 -198.72358 -198.04417
 8.80 -198.72358 -198.72358 -198.04347
 8.90 -198.72358 -198.72358 -198.04279
 9.00 -198.72358 -198.72358 -198.04212
 9.10 -198.72358 -198.72358 -198.04146
 9.20 -198.72358 -198.72358 -198.04082
 9.30 -198.72358 -198.72358 -198.04020
 9.40 -198.72358 -198.72358 -198.03959
 9.50 -198.72358 -198.72358 -198.03899
 9.60 -198.72358 -198.72358 -198.03840
 9.70 -198.72358 -198.72358 -198.03783
 9.80 -198.72358 -198.72358 -198.03726
 9.90 -198.72358 -198.72358 -198.03671
10.00 -198.72358 -198.72358 -198.03617
