 1.5  -749.815324  -749.783242  -749.684189  -749.390331
 1.6  -749.958666  -749.921501  -749.797187  -749.493037
 1.7  -750.052581  -750.005139  -749.874545  -749.538545
 1.8  -750.112126  -750.051210  -749.929233  -749.549427
 1.9  -750.147801  -750.072404  -749.968350  -749.542507
 2.0  -750.166943  -750.078406  -749.995991  -749.529705
 2.1  -750.174763  -750.076516  -750.014909  -749.518808
 2.2  -750.174977  -750.071943  -750.026845  -749.514559
 2.3  -750.170301  -750.067520  -750.033421  -749.517793
 2.4  -750.162647  -750.064429  -750.035701  -749.527557
 2.5  -750.153348  -750.062618  -750.034638  -749.541384
 2.6  -750.143298  -750.061517  -750.031094  -749.556462
 2.7  -750.133071  -750.060575  -750.025784  -749.570559
 2.8  -750.123021  -750.059469  -750.019255  -749.582310
 2.9  -750.113362  -750.058121  -750.011889  -749.591191
 3.0  -750.104224  -750.056602  -750.003933  -749.597246
 3.1  -750.095688  -750.055096  -749.995393  -749.600927
 3.2  -750.087820  -750.053767  -749.986229  -749.602741
 3.3  -750.080686  -750.052736  -749.976303  -749.603177
 3.4  -750.074354  -750.052031  -749.965537  -749.602551
 3.5  -750.068886  -750.051571  -749.954056  -749.600978
 3.6  -750.064309  -750.051259  -749.942084  -749.598554
 3.7  -750.060582  -750.050892  -749.930687  -749.595076
 3.8  -750.057617  -750.050498  -749.920085  -749.590867
 3.9  -750.055298  -750.050092  -749.910519  -749.586176
 4.0  -750.053505  -750.049702  -749.902027  -749.581241
 4.1  -750.052131  -750.049350  -749.894536  -749.576245
 4.2  -750.051082  -750.049045  -749.887924  -749.571315
 4.3  -750.050285  -750.048790  -749.882059  -749.566527
 4.4  -750.049681  -750.048582  -749.876821  -749.561925
 4.5  -750.049224  -750.048414  -749.872104  -749.557535
 4.6  -750.048880  -750.048282  -749.867819  -749.553364
 4.7  -750.048620  -750.048178  -749.863893  -749.549413
 4.8  -750.048424  -750.048097  -749.860271  -749.545673
 4.9  -750.048277  -750.048034  -749.856905  -749.542135
 5.0  -750.048166  -750.047986  -749.853760  -749.538786
 5.1  -750.048083  -750.047949  -749.850809  -749.535612
 5.2  -750.048020  -750.047921  -749.848024  -749.532605
 5.3  -750.047973  -750.047899  -749.845391  -749.529749
 5.4  -750.047938  -750.047883  -749.842890  -749.527037
 5.5  -750.047911  -750.047870  -749.840511  -749.524454
 5.6  -750.047891  -750.047861  -749.838242  -749.521992
 5.7  -750.047876  -750.047853  -749.836074  -749.519645
 5.8  -750.047864  -750.047848  -749.833998  -749.517402
 5.9  -750.047856  -750.047844  -749.832008  -749.515257
 6.0  -750.047849  -750.047840  -749.830097  -749.513202
 6.1  -750.047844  -750.047838  -749.828264  -749.511231
 6.2  -750.047840  -750.047836  -749.826497  -749.509342
 6.3  -750.047838  -750.047834  -749.824797  -749.507525
 6.4  -750.047835  -750.047833  -749.823158  -749.505779
 6.5  -750.047834  -750.047832  -749.821576  -749.504099
 6.6  -750.047833  -750.047831  -749.820050  -749.502481
 6.7  -750.047832  -750.047831  -749.818575  -749.500920
 6.8  -750.047831  -750.047830  -749.817149  -749.499415
 6.9  -750.047830  -750.047830  -749.815771  -749.497962
 7.0  -750.047830  -750.047829  -749.814435  -749.496559
 7.1  -750.047829  -750.047829  -749.813142  -749.495202
 7.2  -750.047829  -750.047829  -749.811889  -749.493890
 7.3  -750.047829  -750.047829  -749.810675  -749.492619
 7.4  -750.047829  -750.047829  -749.809495  -749.491390
 7.5  -750.047829  -750.047829  -749.808353  -749.490197
 7.6  -750.047829  -750.047829  -749.807242  -749.489041
 7.7  -750.047829  -750.047829  -749.806162  -749.487922
 7.8  -750.047829  -750.047829  -749.805115  -749.486834
 7.9  -750.047828  -750.047828  -749.804095  -749.485779
 8.0  -750.047828  -750.047828  -749.803104  -749.484753
 8.1  -750.047828  -750.047828  -749.802139  -749.483757
 8.2  -750.047828  -750.047828  -749.801200  -749.482788
 8.3  -750.047829  -750.047829  -749.800287  -749.481845
 8.4  -750.047829  -750.047829  -749.799396  -749.480928
 8.5  -750.047829  -750.047829  -749.798529  -749.480036
 8.6  -750.047829  -750.047829  -749.797683  -749.479167
 8.7  -750.047829  -750.047829  -749.796860  -749.478320
 8.8  -750.047829  -750.047829  -749.796056  -749.477495
 8.9  -750.047829  -750.047829  -749.795272  -749.476691
 9.0  -750.047829  -750.047829  -749.794505  -749.475908
 9.1  -750.047829  -750.047829  -749.793759  -749.475143
 9.2  -750.047829  -750.047829  -749.793029  -749.474396
 9.3  -750.047829  -750.047829  -749.792314  -749.473669
 9.4  -750.047829  -750.047829  -749.791620  -749.472957
 9.5  -750.047829  -750.047829  -749.790940  -749.472262
 9.6  -750.047829  -750.047829  -749.790272  -749.471586
 9.7  -750.047829  -750.047829  -749.789624  -749.470921
 9.8  -750.047829  -750.047829  -749.788987  -749.470273
 9.9  -750.047829  -750.047829  -749.788365  -749.469640
10.0  -750.047829  -750.047829  -749.787755  -749.469021
