 1.4  -498.915529  -498.868972  -498.527475  -498.364488
 1.5  -499.004931  -498.943800  -498.610803  -498.425113
 1.6  -499.056473  -498.986123  -498.672254  -498.470255
 1.7  -499.083739  -499.009846  -498.721788  -498.503072
 1.8  -499.095669  -499.023007  -498.763580  -498.525941
 1.9  -499.098140  -499.029929  -498.798849  -498.540768
 2.0  -499.094974  -499.032795  -498.827606  -498.548721
 2.1  -499.088590  -499.032780  -498.849642  -498.550763
 2.2  -499.080470  -499.030735  -498.865061  -498.548048
 2.3  -499.071511  -499.027365  -498.874758  -498.541642
 2.4  -499.062279  -499.023364  -498.879494  -498.532971
 2.5  -499.053161  -499.019285  -498.880127  -498.523201
 2.6  -499.044455  -499.015529  -498.877356  -498.513242
 2.7  -499.036401  -499.012311  -498.871815  -498.503623
 2.8  -499.029187  -499.009676  -498.864157  -498.494525
 2.9  -499.022931  -499.007532  -498.855363  -498.485630
 3.0  -499.017682  -499.005809  -498.845843  -498.477165
 3.1  -499.013401  -499.004403  -498.836395  -498.468899
 3.2  -499.009992  -499.003254  -498.827451  -498.460843
 3.3  -499.007327  -499.002322  -498.819223  -498.453063
 3.4  -499.005274  -499.001578  -498.811770  -498.445623
 3.5  -499.003708  -499.000989  -498.805421  -498.438279
 3.6  -499.002524  -499.000531  -498.799468  -498.431575
 3.7  -499.001632  -499.000178  -498.794097  -498.425288
 3.8  -499.000964  -498.999906  -498.789218  -498.419408
 3.9  -499.000464  -498.999696  -498.784754  -498.413918
 4.0  -499.000091  -498.999535  -498.780648  -498.408784
 4.1  -498.999811  -498.999411  -498.776851  -498.403983
 4.2  -498.999601  -498.999314  -498.773314  -498.399486
 4.3  -498.999443  -498.999238  -498.770303  -498.395110
 4.4  -498.999323  -498.999177  -498.767224  -498.391141
 4.5  -498.999232  -498.999128  -498.764316  -498.387408
 4.6  -498.999161  -498.999089  -498.761569  -498.383888
 4.7  -498.999107  -498.999056  -498.758964  -498.380564
 4.8  -498.999064  -498.999028  -498.756486  -498.377419
 4.9  -498.999029  -498.999005  -498.754126  -498.374437
 5.0  -498.999002  -498.998985  -498.751871  -498.371605
 5.1  -498.998979  -498.998968  -498.749716  -498.368915
 5.2  -498.998960  -498.998953  -498.747651  -498.366349
 5.3  -498.998944  -498.998939  -498.745669  -498.363907
 5.4  -498.998931  -498.998927  -498.743768  -498.361571
 5.5  -498.998919  -498.998917  -498.741938  -498.359343
 5.6  -498.998909  -498.998907  -498.740176  -498.357209
 5.7  -498.998900  -498.998899  -498.738479  -498.355164
 5.8  -498.998892  -498.998891  -498.736843  -498.353203
 5.9  -498.998885  -498.998884  -498.735264  -498.351320
 6.0  -498.998878  -498.998878  -498.733738  -498.349510
 6.1  -498.998872  -498.998872  -498.732262  -498.347772
 6.2  -498.998867  -498.998867  -498.730837  -498.346098
 6.3  -498.998862  -498.998862  -498.729458  -498.344483
 6.4  -498.998858  -498.998858  -498.728122  -498.342929
 6.5  -498.998854  -498.998854  -498.726825  -498.341430
 6.6  -498.998850  -498.998850  -498.725572  -498.339982
 6.7  -498.998847  -498.998847  -498.724352  -498.338585
 6.8  -498.998844  -498.998844  -498.723174  -498.337232
 6.9  -498.998841  -498.998841  -498.722027  -498.335926
 7.0  -498.998838  -498.998838  -498.720914  -498.334661
 7.1  -498.998836  -498.998836  -498.719833  -498.333435
 7.2  -498.998833  -498.998833  -498.718784  -498.332247
 7.3  -498.998831  -498.998831  -498.717762  -498.331098
 7.4  -498.998829  -498.998829  -498.716769  -498.329980
 7.5  -498.998828  -498.998828  -498.715798  -498.328901
 7.6  -498.998826  -498.998826  -498.714860  -498.327847
 7.7  -498.998824  -498.998824  -498.713941  -498.326827
 7.8  -498.998823  -498.998823  -498.713048  -498.325836
 7.9  -498.998822  -498.998822  -498.712179  -498.324871
 8.0  -498.998820  -498.998820  -498.711332  -498.323932
 8.1  -498.998819  -498.998819  -498.710503  -498.323021
 8.2  -498.998818  -498.998818  -498.709695  -498.322133
 8.3  -498.998817  -498.998817  -498.708905  -498.321270
 8.4  -498.998816  -498.998816  -498.708140  -498.320426
 8.5  -498.998815  -498.998815  -498.707391  -498.319604
 8.6  -498.998815  -498.998815  -498.706655  -498.318807
 8.7  -498.998814  -498.998814  -498.705940  -498.318026
 8.8  -498.998813  -498.998813  -498.705244  -498.317264
 8.9  -498.998812  -498.998812  -498.704559  -498.316522
 9.0  -498.998812  -498.998812  -498.703889  -498.315799
 9.1  -498.998811  -498.998811  -498.703237  -498.315090
 9.2  -498.998811  -498.998811  -498.702596  -498.314399
 9.3  -498.998810  -498.998810  -498.701972  -498.313725
 9.4  -498.998809  -498.998809  -498.701360  -498.313065
 9.5  -498.998809  -498.998809  -498.700761  -498.312421
 9.6  -498.998809  -498.998809  -498.700176  -498.311790
 9.7  -498.998808  -498.998808  -498.699598  -498.311176
 9.8  -498.998808  -498.998808  -498.699038  -498.310571
 9.9  -498.998807  -498.998807  -498.698488  -498.309982
10.0  -498.998807  -498.998807  -498.697950  -498.309402
